Products,Budget version,Month,Freight,Other Sales Revenue,Other Sales Cost of Goods Sold,Quantity
Putters,Budget version 2,Jan,3774.75,18002.25,7827.07,8
Putters,Budget version 2,Feb,1233.89,5885.36,2558.85,3
Woods,Budget version 1,Mar,5761.72,27478.82,11947.31,12
Woods,Budget version 1,Apr,8066.3,38470.35,16726.24,17
Woods,Budget version 1,May,32265.46,153881.4,66904.96,67
Woods,Budget version 1,Jun,23046.88,109915.28,47789.25,48
Woods,Budget version 1,Jul,6914.01,32974.59,14336.78,14
Woods,Budget version 1,Aug,5761.72,27478.82,11947.31,12
Woods,Budget version 1,Sep,9218.59,43966.11,19115.7,19
Woods,Budget version 1,Oct,10371.15,49461.88,21505.17,22
Woods,Budget version 1,Nov,4609.43,21983.06,9557.85,10
Woods,Budget version 2,Dec,5934.54,28303.06,12305.68,12
Woods,Budget version 2,Jan,8901.8,42454.73,18458.58,18
Woods,Budget version 2,Feb,34420.3,164158.59,71373.3,71
Woods,Budget version 2,Mar,24925.05,118873.41,51684.09,52
Woods,Budget version 2,Apr,7121.44,33963.95,14766.93,15
Woods,Budget version 2,May,5934.54,28303.06,12305.68,12
Woods,Budget version 2,Jun,9495.26,45285.17,19689.2,20
Woods,Budget version 2,Jul,10682.16,50945.79,22150.34,22
Woods,Budget version 2,Aug,4747.63,22642.45,9844.54,10
Binoculars,Budget version 1,Sep,2243.58,10700.85,4652.54,5
Binoculars,Budget version 1,Oct,2243.58,10700.85,4652.54,5
Binoculars,Budget version 1,Nov,12480.66,59523.11,25879.61,26
Binoculars,Budget version 1,Dec,4627.56,22070.43,9595.84,10
Binoculars,Budget version 2,Jan,2383.16,11366.28,4941.86,5
Binoculars,Budget version 2,Feb,2383.16,11366.28,4941.86,5
Binoculars,Budget version 2,Mar,13360.67,63719.6,27704.17,28
Binoculars,Budget version 2,Apr,4983.09,23765.62,10332.88,10
Climbing Accessories,Budget version 1,May,3808.82,18165.45,7898.02,8
Climbing Accessories,Budget version 1,Jun,10260.7,48935.19,21276.17,21
Climbing Accessories,Budget version 2,Jul,4083.29,19474.07,8466.99,8
Climbing Accessories,Budget version 2,Aug,11008.84,52503.33,22827.53,23
Cooking Gear,Budget version 1,Sep,1272.63,6069.99,2639.13,3
Cooking Gear,Budget version 1,Oct,4062.96,19377.36,8424.94,8
Cooking Gear,Budget version 1,Nov,7391.79,35252.79,15327.3,15
Cooking Gear,Budget version 1,Dec,1713.32,8171.25,3552.72,4
Cooking Gear,Budget version 1,Jan,6069.99,28949.27,12586.64,13
Cooking Gear,Budget version 1,Feb,6118.89,29182.8,12688.17,13
Cooking Gear,Budget version 1,Mar,2937.05,14007.7,6090.3,6
Cooking Gear,Budget version 1,Apr,8321.81,39688.58,17255.9,17
Cooking Gear,Budget version 1,May,2398.54,11439.64,4973.76,5
Cooking Gear,Budget version 1,Jun,32553.12,155252.66,67501.16,68
Cooking Gear,Budget version 2,Jul,1361.37,6492.55,2822.85,3
Cooking Gear,Budget version 2,Aug,4361.33,20800.27,9043.6,9
Cooking Gear,Budget version 2,Sep,7916.01,37753.26,16414.46,16
Cooking Gear,Budget version 2,Oct,1840.26,8777.07,3816.12,4
Cooking Gear,Budget version 2,Nov,6504.36,31020.31,13487.09,13
Cooking Gear,Budget version 2,Dec,6554.64,31260.71,13591.61,14
Cooking Gear,Budget version 2,Jan,3151.35,15029.21,6534.44,7
Cooking Gear,Budget version 2,Feb,8924.33,42562.71,18505.53,19
Cooking Gear,Budget version 2,Mar,2571.36,12263.88,5332.12,5
Cooking Gear,Budget version 2,Apr,34840.39,166162.59,72244.6,72
Eyewear,Budget version 1,May,1332.25,6354.07,2762.64,3
Eyewear,Budget version 1,Jun,3512.37,16751.87,7283.42,7
Eyewear,Budget version 1,Jul,3270.31,15596.56,6781.11,7
Eyewear,Budget version 1,Aug,3027.99,14441.25,6278.8,6
Eyewear,Budget version 2,Sep,1434.73,6842.3,2974.91,3
Eyewear,Budget version 2,Oct,3742.6,17849.21,7760.53,8
Eyewear,Budget version 2,Nov,3493.13,16659.28,7243.17,7
Eyewear,Budget version 2,Dec,3243.66,15469.36,6725.81,7
First Aid,Budget version 1,Jan,498.94,2379.31,1034.48,1
First Aid,Budget version 1,Feb,471.19,2247.16,977.03,1
First Aid,Budget version 1,Mar,193.97,925.35,402.33,0
First Aid,Budget version 1,Apr,776.16,3701.39,1609.3,2
First Aid,Budget version 1,May,637.41,3040.35,1321.89,1
First Aid,Budget version 1,Jun,332.72,1586.39,689.73,1
First Aid,Budget version 1,Jul,277.22,1321.81,574.7,1
First Aid,Budget version 1,Aug,1372.09,6543.37,2844.94,3
First Aid,Budget version 2,Sep,535.21,2552.95,1109.98,1
First Aid,Budget version 2,Oct,506.63,2416.67,1050.73,1
First Aid,Budget version 2,Nov,206.88,987.17,429.2,0
First Aid,Budget version 2,Dec,834.96,3982.46,1731.5,2
First Aid,Budget version 2,Jan,685.22,3267.57,1420.68,1
First Aid,Budget version 2,Feb,356.9,1702.06,740.03,1
First Aid,Budget version 2,Mar,299.75,1429.51,621.53,1
First Aid,Budget version 2,Apr,1470.17,7011.82,3048.62,3
Insect Repellents,Budget version 1,May,597.03,2847.48,1238.03,1
Insect Repellents,Budget version 1,Jun,766.54,3656.06,1589.59,2
Insect Repellents,Budget version 2,Jul,637.69,3041.45,1322.37,1
Insect Repellents,Budget version 2,Aug,819.85,3910.47,1700.2,2
Knives,Budget version 1,Sep,1254.22,5981.24,2600.54,3
Knives,Budget version 1,Oct,3344.22,15949.89,6934.73,7
Knives,Budget version 1,Nov,2926.33,13956.05,6067.85,6
Knives,Budget version 1,Dec,4180.28,19937.29,8668.39,9
Knives,Budget version 1,Jan,3523.36,16804.08,7306.12,7
Knives,Budget version 1,Feb,3702.49,17658.54,7677.63,8
Knives,Budget version 2,Mar,1353.13,6454.08,2806.12,3
Knives,Budget version 2,Apr,3598.36,17161.52,7461.53,7
Knives,Budget version 2,May,3137.06,14961.35,6504.93,7
Knives,Budget version 2,Jun,4490.19,21415.43,9311.06,9
Knives,Budget version 2,Jul,3752.22,17895.1,7780.48,8
Knives,Budget version 2,Aug,3967.35,18921.83,8226.88,8
Lanterns,Budget version 1,Sep,424.21,2023.51,879.79,1
Lanterns,Budget version 1,Oct,1025.36,4890.22,2126.18,2
Lanterns,Budget version 1,Nov,8132.24,38784.11,16862.66,17
Lanterns,Budget version 1,Dec,2192.21,10454.95,4545.63,5
Lanterns,Budget version 1,Jan,2580.97,12309.76,5352.07,5
Lanterns,Budget version 1,Feb,2015.27,9611.75,4179.02,4
Lanterns,Budget version 1,Mar,1237.46,5901.84,2566.02,3
Lanterns,Budget version 1,Apr,21815.46,104042.57,45235.9,45
Lanterns,Budget version 2,May,455.26,2171.05,943.93,1
Lanterns,Budget version 2,Jun,1092.67,5210.58,2265.47,2
Lanterns,Budget version 2,Jul,8722.12,41597.52,18085.88,18
Lanterns,Budget version 2,Aug,2349.09,11202.81,4870.79,5
Lanterns,Budget version 2,Sep,2767.8,13199.94,5739.1,6
Lanterns,Budget version 2,Oct,2148.52,10247.51,4455.44,4
Lanterns,Budget version 2,Nov,1329.23,6339.51,2756.31,3
Lanterns,Budget version 2,Dec,23380.15,111505.8,48480.78,48
Navigation,Budget version 1,Jan,1617.99,7716.82,3355.14,3
Navigation,Budget version 1,Feb,2103.46,10031.84,4361.67,4
Navigation,Budget version 1,Mar,2427.11,11575.37,5032.77,5
Navigation,Budget version 1,Apr,2912.59,13890.38,6039.3,6
Navigation,Budget version 1,May,8090.2,38584.09,16775.69,17
Navigation,Budget version 2,Jun,1749.86,8345.71,3628.57,4
Navigation,Budget version 2,Jul,2249.9,10730.24,4665.32,5
Navigation,Budget version 2,Aug,2583.17,12319.93,5356.49,5
Navigation,Budget version 2,Sep,3083.21,14704.46,6393.24,6
Navigation,Budget version 2,Oct,8666.34,41331.29,17970.13,18
Packs,Budget version 1,Nov,18740.77,89379.32,38860.57,39
Packs,Budget version 1,Dec,14268.44,68050.16,29587.03,30
Packs,Budget version 1,Jan,2768.63,13203.79,5740.78,6
Packs,Budget version 1,Feb,8305.6,39611.37,17222.33,17
Packs,Budget version 1,Mar,13416.72,63987.48,27820.64,28
Packs,Budget version 2,Apr,20070.82,95722.13,41618.32,42
Packs,Budget version 2,May,15244.89,72706.85,31611.67,32
Packs,Budget version 2,Jun,2961.22,14122.82,6140.36,6
Packs,Budget version 2,Jul,8883.67,42368.73,18421.19,18
Packs,Budget version 2,Aug,14367.62,68522.45,29792.37,30
Rope,Budget version 1,Sep,26381.21,125817.64,54703.32,55
Rope,Budget version 1,Oct,9982.11,47606.79,20698.6,21
Rope,Budget version 1,Nov,12121.01,57808.14,25133.97,25
Rope,Budget version 1,Dec,49197.3,234633.11,102014.4,102
Rope,Budget version 1,Jan,24598.65,117316.69,51007.26,51
Rope,Budget version 2,Feb,28274.21,134846.1,58628.74,59
Rope,Budget version 2,Mar,10832.18,51661.78,22461.64,22
Rope,Budget version 2,Apr,13035.37,62169.2,27030.09,27
Rope,Budget version 2,May,52692.9,251303.94,109262.58,109
Rope,Budget version 2,Jun,26438.08,126089.92,54821.7,55
Safety,Budget version 1,Jul,2287.27,10908.55,4742.85,5
Safety,Budget version 1,Aug,2111.43,10069.48,4378.03,4
Safety,Budget version 1,Sep,3167.01,15104.22,6567.05,7
Safety,Budget version 2,Oct,2446.62,11667.96,5073.03,5
Safety,Budget version 2,Nov,2265.29,10803.6,4697.22,5
Safety,Budget version 2,Dec,3397.8,16205.4,7045.83,7
Sleeping Bags,Budget version 1,Jan,1386.92,6614.81,2876,3
Sleeping Bags,Budget version 1,Feb,2143.58,10222.79,4444.69,4
Sleeping Bags,Budget version 1,Mar,12860.91,61336.72,26668.14,27
Sleeping Bags,Budget version 1,Apr,504.44,2405.41,1045.83,1
Sleeping Bags,Budget version 1,May,12104.25,57728.74,25099.45,25
Sleeping Bags,Budget version 1,Jun,2143.58,10222.79,4444.69,4
Sleeping Bags,Budget version 1,Jul,1134.71,5411.97,2353.03,2
Sleeping Bags,Budget version 1,Aug,1134.71,5411.97,2353.03,2
Sleeping Bags,Budget version 1,Sep,8195.7,39087.16,16994.42,17
Sleeping Bags,Budget version 1,Oct,9582.63,45701.69,19870.3,20
Sleeping Bags,Budget version 2,Nov,1493.52,7122.82,3096.88,3
Sleeping Bags,Budget version 2,Dec,2272.71,10839.04,4712.63,5
Sleeping Bags,Budget version 2,Jan,13831.04,65964.01,28680,29
Sleeping Bags,Budget version 2,Feb,519.55,2477.39,1077.13,1
Sleeping Bags,Budget version 2,Mar,12987.02,61937.86,26929.5,27
Sleeping Bags,Budget version 2,Apr,2337.55,11148.96,4847.37,5
Sleeping Bags,Budget version 2,May,1233.89,5883.98,2558.25,3
Sleeping Bags,Budget version 2,Jun,1233.89,5883.98,2558.25,3
Sleeping Bags,Budget version 2,Jul,8766.35,41808.25,18177.5,18
Sleeping Bags,Budget version 2,Aug,10259.6,48931.07,21274.38,21
Sunscreen,Budget version 1,Sep,572.57,2731.26,1187.5,1
Sunscreen,Budget version 1,Oct,397.28,1895.2,824,1
Sunscreen,Budget version 1,Nov,245.35,1170.42,508.88,1
Sunscreen,Budget version 1,Dec,701.15,3344.22,1454.01,1
Sunscreen,Budget version 1,Jan,198.64,947.6,412,0
Sunscreen,Budget version 1,Feb,128.58,613.24,266.63,0
Sunscreen,Budget version 1,Mar,1489.95,7106.61,3089.83,3
Sunscreen,Budget version 2,Apr,613.78,2927.98,1273.03,1
Sunscreen,Budget version 2,May,424.21,2023.79,879.91,1
Sunscreen,Budget version 2,Jun,261.83,1248.73,542.93,1
Sunscreen,Budget version 2,Jul,752.26,3588.2,1560.09,2
Sunscreen,Budget version 2,Aug,213.75,1019.04,443.06,0
Sunscreen,Budget version 2,Sep,138.47,660.22,287.05,0
Sunscreen,Budget version 2,Oct,1594.91,7606.65,3307.24,3
Tents,Budget version 1,Nov,14866.56,70901.49,30826.73,31
Tents,Budget version 1,Dec,11012.13,52519.54,22834.58,23
Tents,Budget version 1,Jan,13765.1,65649.7,28543.35,29
Tents,Budget version 1,Feb,15417.15,73527.52,31968.49,32
Tents,Budget version 2,Mar,15879.55,75733.46,32927.59,33
Tents,Budget version 2,Apr,11909.73,56800.1,24695.7,25
Tents,Budget version 2,May,14745.4,70323.97,30575.64,31
Tents,Budget version 2,Jun,16446.63,78438.07,34103.51,34
Tools,Budget version 1,Jul,953.1,4545.96,1976.5,2
Tools,Budget version 1,Aug,4425.62,21106.89,9176.91,9
Tools,Budget version 1,Sep,3199.98,15261.92,6635.62,7
Tools,Budget version 1,Oct,3881.08,18509.16,8047.46,8
Tools,Budget version 2,Nov,1016.84,4849.83,2108.62,2
Tools,Budget version 2,Dec,4768.78,22743.56,9888.5,10
Tools,Budget version 2,Jan,3436.26,16388.66,7125.5,7
Tools,Budget version 2,Feb,4172.58,19900.47,8652.38,9
Watches,Budget version 1,Mar,5403.72,25772.09,11205.26,11
Watches,Budget version 1,Apr,8693.27,41459.6,18025.91,18
Watches,Budget version 2,May,5807.88,27699.44,12043.23,12
Watches,Budget version 2,Jun,9316.95,44434.56,19319.37,19
Climbing Accessories,Budget version 1,Jul,1554.52,7414.32,3223.62,3
Climbing Accessories,Budget version 2,Aug,1661.4,7923.15,3444.85,3
Cooking Gear,Budget version 1,Sep,6510.68,31050.53,13500.23,14
Cooking Gear,Budget version 2,Oct,6957.97,33184.49,14428.04,14
First Aid,Budget version 1,Nov,415.69,1982.85,862.11,1
First Aid,Budget version 2,Dec,442.62,2110.33,917.53,1
Irons,Budget version 1,Jan,3636.55,17343.13,7540.49,8
Irons,Budget version 2,Feb,3745.63,17863.5,7766.74,8
Knives,Budget version 1,Mar,1552.6,7405.26,3219.68,3
Knives,Budget version 2,Apr,1660.85,7920.68,3443.77,3
Lanterns,Budget version 1,May,4773.18,22764.44,9897.58,10
Lanterns,Budget version 1,Jun,1202.02,5733.42,2492.79,2
Lanterns,Budget version 2,Jul,5116.61,24402.75,10609.89,11
Lanterns,Budget version 2,Aug,1292.96,6165.87,2680.81,3
Packs,Budget version 1,Sep,6388.97,30470.27,13247.94,13
Packs,Budget version 1,Oct,2342.49,11172.31,4857.53,5
Packs,Budget version 2,Nov,6799.99,32430.31,14100.13,14
Packs,Budget version 2,Dec,2522.45,12030.62,5230.7,5
Putters,Budget version 1,Jan,4933.36,23527.96,10229.55,10
Putters,Budget version 2,Feb,5299.05,25272.33,10987.97,11
Rope,Budget version 1,Mar,21033.53,100314.25,43614.89,44
Rope,Budget version 2,Apr,22582.55,107701.65,46826.8,47
Sleeping Bags,Budget version 1,May,3152.17,15033.61,6536.35,7
Sleeping Bags,Budget version 1,Jun,2521.63,12026.78,5229.03,5
Sleeping Bags,Budget version 2,Jul,3376.64,16103.75,7001.63,7
Sleeping Bags,Budget version 2,Aug,2727.14,13007.07,5655.25,6
Sunscreen,Budget version 1,Sep,187.1,891.83,387.75,0
Sunscreen,Budget version 2,Oct,201.66,961.61,418.09,0
Tents,Budget version 1,Nov,9360.36,44641.72,19409.44,19
Tents,Budget version 2,Dec,9924.69,47333.41,20579.74,21
Tools,Budget version 1,Jan,4085.21,19483.41,8471.05,8
Tools,Budget version 2,Feb,4383.04,20903.85,9088.63,9
Binoculars,Budget version 1,Mar,7853.09,37452.69,16283.78,16
Binoculars,Budget version 2,Apr,8377.31,39953.98,17371.3,17
Cooking Gear,Budget version 1,May,636.31,3035.13,1319.62,1
Cooking Gear,Budget version 2,Jun,680.55,3246.41,1411.48,1
First Aid,Budget version 1,Jul,166.22,793.19,344.87,0
First Aid,Budget version 2,Aug,178.31,850.89,369.95,0
Insect Repellents,Budget version 1,Sep,707.75,3374.72,1467.27,1
Insect Repellents,Budget version 1,Oct,405.53,1933.39,840.6,1
Insect Repellents,Budget version 2,Nov,759.13,3620.89,1574.3,2
Insect Repellents,Budget version 2,Dec,432.73,2063.9,897.35,1
Lanterns,Budget version 1,Jan,2934.57,13995.89,6085.17,6
Lanterns,Budget version 2,Feb,3150.25,15023.72,6532.05,7
Sunscreen,Budget version 1,Mar,362.39,1727.88,751.25,1
Sunscreen,Budget version 2,Apr,388.22,1851.52,805.01,1
Binoculars,Budget version 1,May,8721.1,41593.23,18084.01,18
Binoculars,Budget version 2,Jun,9431.91,44983.25,19557.93,20
Cooking Gear,Budget version 1,Jul,1826.58,8711.42,3787.57,4
Cooking Gear,Budget version 2,Aug,1933.66,9222.31,4009.7,4
Eyewear,Budget version 1,Sep,1757.66,8382.21,3644.44,4
Eyewear,Budget version 2,Oct,1939.92,9250.79,4022.08,4
Golf Accessories,Budget version 1,Nov,152.64,728.47,316.73,0
Golf Accessories,Budget version 1,Dec,2902.48,13842.58,6018.51,6
Golf Accessories,Budget version 2,Jan,157.2,750.68,326.38,0
Golf Accessories,Budget version 2,Feb,3146.82,15007.9,6525.17,7
Insect Repellents,Budget version 1,Mar,290.48,1384.6,602,1
Insect Repellents,Budget version 1,Apr,228.96,1092.98,475.21,0
Insect Repellents,Budget version 1,May,397.55,1894.92,823.88,1
Insect Repellents,Budget version 2,Jun,314.97,1501.36,652.77,1
Insect Repellents,Budget version 2,Jul,243.77,1163.61,505.92,1
Insect Repellents,Budget version 2,Aug,424.89,2026.49,881.08,1
Irons,Budget version 1,Sep,3015.25,14381.38,6252.77,6
Irons,Budget version 1,Oct,3015.25,14381.38,6252.77,6
Irons,Budget version 2,Nov,3105.81,14812.54,6440.23,6
Irons,Budget version 2,Dec,3105.81,14812.54,6440.23,6
Knives,Budget version 1,Jan,2475.88,11808.68,5134.21,5
Knives,Budget version 2,Feb,2678.07,12771.24,5552.71,6
Lanterns,Budget version 1,Mar,3005,14332.4,6231.48,6
Lanterns,Budget version 2,Apr,3208.33,15302.36,6653.2,7
Putters,Budget version 1,May,1460.92,6967.99,3029.56,3
Putters,Budget version 1,Jun,1460.92,6967.99,3029.56,3
Putters,Budget version 2,Jul,1504.78,7177.02,3120.44,3
Putters,Budget version 2,Aug,1504.78,7177.02,3120.44,3
Sleeping Bags,Budget version 1,Sep,1307.14,6233.26,2710.11,3
Sleeping Bags,Budget version 2,Oct,1345.87,6420.08,2791.34,3
Sunscreen,Budget version 1,Nov,617.97,2946.33,1281.01,1
Sunscreen,Budget version 2,Dec,661.26,3153.65,1371.15,1
Tents,Budget version 1,Jan,21687.12,103431.47,44970.2,45
Tents,Budget version 2,Feb,23513.7,112141.17,48757.03,49
Tools,Budget version 1,Mar,5363.54,25580.06,11121.77,11
Tools,Budget version 2,Apr,5742.3,27387.28,11907.51,12
Watches,Budget version 1,May,14611.48,69686.76,30298.59,30
Watches,Budget version 2,Jun,15677.13,74768.38,32507.99,33
Woods,Budget version 1,Jul,7166.77,34178.71,14860.31,15
Woods,Budget version 2,Aug,7381.49,35203.91,15306.05,15
Binoculars,Budget version 1,Sep,4360.55,20796.33,9041.88,9
Binoculars,Budget version 2,Oct,4641.34,22134.8,9623.83,10
Climbing Accessories,Budget version 1,Nov,3544.94,16907.38,7351.03,7
Climbing Accessories,Budget version 2,Dec,3817.19,18205.97,7915.64,8
Cooking Gear,Budget version 1,Jan,4668.11,22262.95,9679.54,10
Cooking Gear,Budget version 2,Feb,5017.25,23927.77,10403.38,10
Eyewear,Budget version 1,Mar,4519.46,21554.99,9371.73,9
Eyewear,Budget version 2,Apr,4784.3,22818.27,9920.99,10
Lanterns,Budget version 1,May,3371.79,16080.38,6991.47,7
Lanterns,Budget version 2,Jun,3623.54,17282.72,7514.23,8
Navigation,Budget version 1,Jul,2347.72,11198.11,4868.74,5
Navigation,Budget version 2,Aug,2590.93,12357.74,5372.93,5
Rope,Budget version 1,Sep,11085.34,52869.95,22986.93,23
Rope,Budget version 2,Oct,11799,56271.36,24465.81,24
Safety,Budget version 1,Nov,1641.47,7828.03,3403.49,3
Safety,Budget version 2,Dec,1784.43,8510.36,3700.16,4
Sleeping Bags,Budget version 1,Jan,3659.42,17452.45,7588.02,8
Sleeping Bags,Budget version 2,Feb,3903.76,18617.77,8094.68,8
Tents,Budget version 1,Mar,10273.15,48993.52,21301.53,21
Tents,Budget version 2,Apr,11169.06,53266.93,23159.53,23
Tools,Budget version 1,May,6916.16,32984.91,14341.27,14
Tools,Budget version 2,Jun,7414.53,35361.11,15374.4,15
Climbing Accessories,Budget version 1,Jul,1933.66,9222.31,4009.7,4
Climbing Accessories,Budget version 1,Aug,2175.15,10375.1,4510.91,5
Climbing Accessories,Budget version 2,Sep,2074.91,9894.39,4301.91,4
Climbing Accessories,Budget version 2,Oct,2323.8,11081.92,4818.23,5
Cooking Gear,Budget version 1,Nov,6393.31,30490.24,13256.63,13
Cooking Gear,Budget version 1,Dec,7306.31,34846.23,15150.53,15
Cooking Gear,Budget version 2,Jan,6846.11,32651.72,14196.4,14
Cooking Gear,Budget version 2,Feb,7787.02,37138.14,16147.02,16
Lanterns,Budget version 1,Mar,12827.05,61174.13,26597.45,27
Lanterns,Budget version 1,Apr,6596.64,31461.34,13678.84,14
Lanterns,Budget version 2,May,13777.65,65710.1,28569.61,29
Lanterns,Budget version 2,Jun,7058.55,33664.96,14636.94,15
Navigation,Budget version 1,Jul,3354.14,15997.22,6955.31,7
Navigation,Budget version 2,Aug,3627.53,17300.94,7522.15,8
Packs,Budget version 1,Sep,11036.93,52638.13,22886.14,23
Packs,Budget version 2,Oct,11822.92,56385.84,24515.58,25
Rope,Budget version 1,Nov,33995.88,162134.27,70493.16,70
Rope,Budget version 2,Dec,36157.36,172443.87,74975.6,75
Safety,Budget version 1,Jan,2553.34,12176.62,5294.18,5
Safety,Budget version 1,Feb,3829.72,18264.64,7941.15,8
Safety,Budget version 2,Mar,2723.63,12989.95,5647.8,6
Safety,Budget version 2,Apr,4132.72,19708.47,8568.9,9
Sleeping Bags,Budget version 1,May,14114.83,67316.26,29267.94,29
Sleeping Bags,Budget version 2,Jun,15076.81,71903.49,31262.39,31
Sunscreen,Budget version 1,Jul,738.72,3523.87,1532.12,2
Sunscreen,Budget version 2,Aug,792.26,3778.46,1642.81,2
Tents,Budget version 1,Sep,27394.11,130650.15,56804.41,57
Tents,Budget version 1,Oct,31960.27,152424.99,66271.73,66
Tents,Budget version 2,Nov,29392.13,140176.61,60946.35,61
Tents,Budget version 2,Dec,34094.41,162604.73,70697.71,71
Tools,Budget version 1,Jan,5504.79,26253.28,11414.47,11
Tools,Budget version 1,Feb,4516.61,21541.32,9365.79,9
Tools,Budget version 2,Mar,5960.44,28427.29,12359.69,12
Tools,Budget version 2,Apr,4870.3,23227.21,10098.79,10
Golf Accessories,Budget version 1,May,4124.75,19670.88,8552.56,9
Golf Accessories,Budget version 2,Jun,4405.54,21011.63,9135.49,9
Irons,Budget version 1,Jul,19600.26,93478.41,40642.79,41
Irons,Budget version 2,Aug,20188.04,96282.35,41861.89,42
Putters,Budget version 1,Sep,2045.29,9754.85,4241.24,4
